,Name,Author,Read,Home?,Series,# of Pages,Language,Purchase Year,Non Fiction,Publisher,Purchase Location
1380,Tuhaf Masallar,Ransom Riggs,TRUE,FALSE,TRUE,200,Turkish,2020,FALSE,İthaki Yayınları,İlknokta
1381,Tut ki Bir Rüya Gördün,Charles Beaumont,TRUE,FALSE,FALSE,,Turkish,2020,FALSE,İthaki Yayınları,Kidega
1382,Tutuşma,Julianna Baggott,TRUE,FALSE,TRUE,,Turkish,2014,FALSE,DEX,-
1383,Tuz ve Fal İmparatoriçesi,Nghi Vo,TRUE,TRUE,TRUE,,Turkish,2023,FALSE,İthaki Yayınları,İlknokta
1384,Tuz ve Keder Evi,Erin A. Craig,TRUE,TRUE,FALSE,,Turkish,2020,FALSE,Epsilon,Kitap365
1385,Tuzak,Cindy Pon,TRUE,FALSE,TRUE,,Turkish,2020,FALSE,Yabancı Yayınları,İlknokta
1386,"Tüfek, Mikrop ve Çelik",Jared Diamond,FALSE,TRUE,FALSE,664,Turkish,2019,TRUE,Pegasus,Fethiye Siyah Beyaz
1387,Tükeniş Kulübü,Jeffrey Moore,TRUE,TRUE,FALSE,352,Turkish,2019,FALSE,April Yayıncılık,D&R
1388,Tüm Sistemler Çöktü,Martha Wells,TRUE,FALSE,TRUE,,Turkish,2019,FALSE,İthaki Yayınları,Hepsiburada
1389,Tünelin Ağzından Dehşet Hikayeleri,Chris Priestley,TRUE,TRUE,TRUE,,Turkish,2013,FALSE,Tudem,-
1390,Türk Mitolojisinin Ana Hatları,Prof. Dr. Yaşar Çoruhlu,FALSE,TRUE,FALSE,438,Turkish,2025,TRUE,Ötüken,Amazon
1391,Tüylerinizi Ürpertecek Yepyeni Öyküler,Alvin Schwartz,TRUE,FALSE,FALSE,,Turkish,2021,FALSE,İthaki Yayınları,İlknokta
1392,Twenty-Four Hours In the Life of a Woman,Stefan Zweig,TRUE,FALSE,FALSE,80,English,2018,FALSE,Karbon Kitaplar,Gift
1393,Ubik,Philip K. Dick,FALSE,TRUE,FALSE,246,Turkish,2025,FALSE,İthaki Yayınları,Kitapyurdu
1394,Ucube Kocakarılar,Terry Pratchett,FALSE,TRUE,TRUE,320,Turkish,2025,FALSE,Delidolu,Kitapyurdu
1395,Ucubeler Sirki,Darren Shan,TRUE,FALSE,TRUE,,Turkish,2012,FALSE,Tudem,-
1396,Ufak Yangınlar,Celeste Ng,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,Yabancı Yayınları,BKM Kitap
1397,Uğultulu Tepeler,Emily Brontë,TRUE,TRUE,FALSE,,Turkish,2020,FALSE,Can Yayınları,Idefix
1398,Uğursuz Bir Şey Geliyor Bu Yana,Ray Bradbury,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,İthaki Yayınları,İlknokta
1399,Uğursuz Kuşun Ötüşü,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1400,Umacı'nın Peşinde,Richard Chizmar,FALSE,TRUE,FALSE,,Turkish,2022,FALSE,İthaki Yayınları,İlknokta
1401,Umut Işığım,Matthew Quick,TRUE,FALSE,FALSE,,Turkish,2014,FALSE,Feniks,D&R
1402,Under the Dome,Stephen King,TRUE,TRUE,FALSE,880,English,2024,FALSE,Hodder & Stoughton,Amazon
1403,Under the Never Sky,Veronica Rossi,TRUE,FALSE,TRUE,,English,2015,FALSE,Harper Collins,Arkadaş Kitabevi
1404,Unutulmuş Düşler,Stefan Zweig,FALSE,TRUE,FALSE,248,Turkish,2019,FALSE,Everest Yayınları,Fethiye Siyah Beyaz
1405,Unutulmuş Eski Haritalar Dükkanı,Pierdomenico Baccalario,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Doğan Egmont,-
1406,UnWholly,Neal Shusterman,FALSE,TRUE,TRUE,,English,2015,FALSE,Simon & Schuster,Arkadaş Kitabevi
1407,UnWind,Neal Shusterman,FALSE,TRUE,TRUE,,English,2015,FALSE,Simon & Schuster,Arkadaş Kitabevi
1408,Usta ile Margarita,Mihail Bulgakov,TRUE,TRUE,FALSE,,Turkish,2020,FALSE,Can Yayınları,Kitapyurdu
1409,Ustalık Gerektiren Kafaya Takmama Sanatı,Mark Manson,TRUE,FALSE,FALSE,,Turkish,2019,TRUE,Butik Yayıncılık,Nezih
1410,Utopia,Thomas More,TRUE,FALSE,FALSE,,Turkish,2016,FALSE,Türkiye İş Bankası Kültür Yayınları,-
1411,Uykulu Kuytu Söylencesi,Washington Irving,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,İthaki Yayınları,İlknokta
1412,Uykusuz,Göktürk Kaan Tuğrul,TRUE,FALSE,FALSE,,Turkish,2018,FALSE,Cinius Yayınları,Gift
1413,Uyumsuz,Veronica Roth,TRUE,FALSE,TRUE,,Turkish,2013,FALSE,Artemis,-
1414,Uyuyan Devler,Sylvain Neuvel,FALSE,TRUE,TRUE,368,Turkish,2025,FALSE,Pegasus,Amazon
1415,Uyuyan Güzeller,"Stephen King, Owen King",TRUE,TRUE,FALSE,752,Turkish,2023,FALSE,Altın Kitaplar,Hepsiburada
1416,Uyuyan ve İğ,"Neil Gaiman, Chris Riddell",TRUE,TRUE,FALSE,,Turkish,2023,FALSE,İthaki Yayınları,İlknokta
1417,Uzaktan Kumandalı Kız,"James Tiptree, Jr.",TRUE,FALSE,FALSE,,Turkish,2021,FALSE,İthaki Yayınları,İlknokta
1418,Uzay Akımları,Isaac Asimov,FALSE,TRUE,TRUE,,Turkish,2019,FALSE,İthaki Yayınları,İlknokta
1419,Uzay Feneri 23,Hugh Howey,FALSE,TRUE,FALSE,202,Turkish,2025,FALSE,İthaki Yayınları,İlknokta
1420,Uzayda Piknik,Arkadi & Boris Strugatski,TRUE,FALSE,FALSE,,Turkish,2020,FALSE,İthaki Yayınları,İlknokta
1421,Uzaydan Gelen Yaratıklar,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1422,Uzlaştırıcının Pençesi,Gene Wolfe,FALSE,TRUE,TRUE,,Turkish,2020,FALSE,İthaki Yayınları,İlknokta
1423,Uzumaki Cilt 1,Junji Ito,TRUE,TRUE,TRUE,,Turkish,2022,FALSE,Gerekli Şeyler,Kidega
1424,Uzumaki Cilt 2,Junji Ito,TRUE,TRUE,TRUE,,Turkish,2022,FALSE,Gerekli Şeyler,Amazon
1425,Uzumaki Cilt 3,Junji Ito,TRUE,TRUE,TRUE,,Turkish,2022,FALSE,Gerekli Şeyler,Amazon
1426,Uzun Dünya,"Terry Pratchett, Stephen Baxter",TRUE,TRUE,TRUE,,Turkish,2014,FALSE,İthaki Yayınları,D&R
1427,Uzun Savaş,"Terry Pratchett, Stephen Baxter",FALSE,TRUE,TRUE,,Turkish,2020,FALSE,İthaki Yayınları,İlknokta
1428,Uzun Vadi,John Steinbeck,FALSE,TRUE,FALSE,155,Turkish,2019,FALSE,Sel Yayıncılık,Kare Kırtasiye
1429,Üç Adım Uzakta,"Lippincot, Daughtry & Iaconis",TRUE,FALSE,FALSE,,Turkish,2019,FALSE,Epsilon,D&R
1430,Üç Anadolu Efsanesi,Yaşar Kemal,FALSE,TRUE,FALSE,222,Turkish,2019,FALSE,Yapı Kredi Yayınları,Kare Kırtasiye
1431,Üç Cisim Problemi,Cixin Liu,TRUE,TRUE,TRUE,,Turkish,2020,FALSE,İthaki Yayınları,BKM Kitap
1432,Üç Sahtekar,Arthur Machen,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,İthaki Yayınları,Kitapyurdu
1433,Üç'ün Çekilişi,Stephen King,TRUE,TRUE,TRUE,,Turkish,2019,FALSE,Altın Kitaplar,Kitapyurdu
1434,Üçlü İttifak,Maxime Chattam,TRUE,FALSE,TRUE,,Turkish,2012,FALSE,DEX,-
1435,Üçlü Tanrıça'nın Gazabı,Rick Riordan,FALSE,TRUE,TRUE,304,Turkish,2025,FALSE,Xlibris,Amazon
1436,Ütopya,Leonardo Patrignani,TRUE,FALSE,TRUE,,Turkish,2015,FALSE,Pegasus,-
1437,Vadideki Zambak ,Honore de Balzac,TRUE,FALSE,FALSE,,Turkish,2018,FALSE,Türkiye İş Bankası Kültür Yayınları,D&R
1438,Vahşetin Çağrısı,Jack London,FALSE,TRUE,FALSE,,Turkish,2022,FALSE,İthaki Yayınları,İlknokta
1439,Vahşi,Sally Green,TRUE,FALSE,TRUE,,Turkish,2016,FALSE,DEX,-
1440,Vahşi Kadınlar,Aoko Matsuda,FALSE,TRUE,FALSE,,Turkish,2023,FALSE,İthaki Yayınları,Kitapyurdu
1441,Vahşi Kızlar,Rory Power,TRUE,TRUE,FALSE,,Turkish,2019,FALSE,Epsilon,İlknokta
1442,Vahşi Ormanda Gizli Kent,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1443,Vahşiler Futbol Takımı 1 Leon,Joachim Masannek,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Epsilon,-
1444,Vahşiler Futbol Takımı 7 Maxi,Joachim Masannek,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Epsilon,-
1445,Vahşiler Futbol Takımı 10 Marlon,Joachim Masannek,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Epsilon,-
1446,Vakıf,Isaac Asimov,TRUE,TRUE,TRUE,,Turkish,2019,FALSE,İthaki Yayınları,İlknokta
1447,Vakıf İleri,Isaac Asimov,TRUE,TRUE,TRUE,,Turkish,2021,FALSE,İthaki Yayınları,Kidega
1448,Vakıf Kurulurken,Isaac Asimov,TRUE,TRUE,TRUE,,Turkish,2021,FALSE,İthaki Yayınları,Kidega
1449,Vakıf ve Dünya,Isaac Asimov,TRUE,TRUE,TRUE,,Turkish,2021,FALSE,İthaki Yayınları,İlknokta
1450,Vakıf ve İmparatorluk,Isaac Asimov,TRUE,TRUE,TRUE,,Turkish,2019,FALSE,İthaki Yayınları,İlknokta
1451,Vakıf'ın Sınırı,Isaac Asimov,TRUE,TRUE,TRUE,,Turkish,2021,FALSE,İthaki Yayınları,İlknokta
1452,Vampir,John William Polidori,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,İthaki Yayınları,Kitapyurdu
1453,Vampir Prensi,Darren Shan,TRUE,FALSE,TRUE,,Turkish,2012,FALSE,Tudem,-
1454,Vampirin Asistanı,Darren Shan,TRUE,FALSE,TRUE,,Turkish,2012,FALSE,Tudem,-
1455,Vampirler Dağı,Darren Shan,TRUE,FALSE,TRUE,,Turkish,2012,FALSE,Tudem,-
1456,Vampirlerin Gecesi,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1457,Vardiya,Hugh Howey,FALSE,TRUE,TRUE,,Turkish,2020,FALSE,İthaki Yayınları,Ankara Kitap Fuarı
1458,Varolmanın Dayanılmaz Ağırlığı,Nikola Tesla,TRUE,FALSE,FALSE,,Turkish,2017,TRUE,Aylak Adam,Ankara Kitap Fuarı
1459,Varolmanın Dayanılmaz Hafifliği,Milan Kundera,TRUE,TRUE,FALSE,,Turkish,2021,FALSE,Can Yayınları,Amazon
1460,Vathek,William Beckford,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,İthaki Yayınları,Ankara Kitap Fuarı
1461,Ve İşte Zaman Savaşını Böyle Kaybedersin,"Amal El-Mohtar, Max Gladstone",TRUE,TRUE,FALSE,,Turkish,2021,FALSE,İthaki Yayınları,Kitap Sepeti
1462,Venedik Canavarı,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1463,Venedik Taciri,William Shakespeare,FALSE,TRUE,FALSE,,Turkish,2020,FALSE,Türkiye İş Bankası Kültür Yayınları,Kare Kırtasiye
1464,Vezir Gambiti,Walter Tevis,FALSE,TRUE,FALSE,,Turkish,2020,FALSE,İthaki Yayınları,Kidega
1465,Vicdan Zorbalığa Karşı ya da Castellio Calvin’e,Stefan Zweig,FALSE,TRUE,FALSE,248,Turkish,2025,TRUE,Can Yayınları,Gift
1466,Vişne Bahçesi,Anton Çehov,TRUE,FALSE,FALSE,,Turkish,2021,FALSE,Türkiye İş Bankası Kültür Yayınları,Amazon
1467,Viy,Nikolay Gogol,TRUE,FALSE,FALSE,,Turkish,2020,FALSE,İthaki Yayınları,Kitapyurdu
1468,Vurun Kahpeye,Halide Edib Adıvar,TRUE,FALSE,FALSE,,Turkish,2016,FALSE,Can Yayınları,-
1469,Walpurgis Gecesi,Gustav Meyrink,TRUE,TRUE,FALSE,,Turkish,2022,FALSE,İthaki Yayınları,İlknokta
1470,Warcross,Marie Lu,TRUE,FALSE,TRUE,,Turkish,2019,FALSE,Yabancı Yayınları,-
1471,Watchmen,"Alan Moore, Dave Gibbons",TRUE,FALSE,FALSE,,Turkish,2019,FALSE,İthaki Yayınları,Ankara Kitap Fuarı
1472,Wayward,Blake Crouch,FALSE,TRUE,TRUE,368,English,2025,FALSE,Pan Books,Amazon
1473,Wayward Son,Rainbow Rowell,TRUE,TRUE,TRUE,356,English,2019,FALSE,Wednesday Books,Bookdepository
1474,Wendigo,Algernon Blackwood,TRUE,TRUE,FALSE,,Turkish,2023,FALSE,İthaki Yayınları,Kitapyurdu
1475,"Whatever You Think, Think The Opposite",Paul Arden,TRUE,FALSE,FALSE,,English,2014,TRUE,Penguin Books,D&R
1476,Whichwood,Tahereh Mafi,TRUE,TRUE,TRUE,384,English,2019,FALSE,Speak ,Gift
1477,Wildcard,Marie Lu,TRUE,FALSE,TRUE,,Turkish,2019,FALSE,Yabancı Yayınları,BKM Kitap
1478,"Will Grayson, Will Grayson","John Green, David Levithan",TRUE,FALSE,FALSE,,English,2014,FALSE,Penguin Books,D&R
1479,Winter Solstice,Rosamunde Pilcher,FALSE,FALSE,FALSE,,English,2017,FALSE,Hodder & Stoughton,Çalış Children's Charity
1480,Wreck This Journal,Keri Smith,TRUE,FALSE,FALSE,,English,2012,TRUE,Penguin Books,D&R
1481,Wylding Malikânesi,Elizabeth Hand,TRUE,TRUE,FALSE,166,Turkish,2025,FALSE,İthaki Yayınları,İlknokta
1482,Yaban Diyarlarda Yabancı,Robert A. Heinlein,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,İthaki Yayınları,Kitapyurdu
1483,Yaban Kazı,Ogai Mori,TRUE,TRUE,FALSE,,Turkish,2021,FALSE,İthaki Yayınları,Kidega
1484,Yabancı,Albert Camus,TRUE,TRUE,FALSE,,Turkish,2019,FALSE,Can Yayınları,Fethiye Siyah Beyaz
1485,Yabancı,Stephen King,TRUE,TRUE,TRUE,,Turkish,2019,FALSE,Altın Kitaplar,Nezih
1486,Yabancılarla Bir Yaz,Taiçi Yamada,TRUE,TRUE,FALSE,,Turkish,2022,FALSE,İthaki Yayınları,İlknokta
1487,Yahya Kemal,Ahmet Hamdi Tanpınar,FALSE,FALSE,FALSE,,Turkish,2015,TRUE,Dergah,-
1488,Yakalanan Zaman,Marcel Proust,FALSE,TRUE,TRUE,,Turkish,2019,FALSE,Yapı Kredi Yayınları,Fethiye Siyah Beyaz
1489,Yakarış Çemberi,P. Djeli Clark,TRUE,TRUE,FALSE,,Turkish,2022,FALSE,İthaki Yayınları,Kidega
1490,Yakma Zevki,Ray Bradbury,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,İthaki Yayınları,Kitapyurdu
1491,Yalan Oyunu,Ruth Ware,TRUE,FALSE,FALSE,,Turkish,2021,FALSE,İthaki Yayınları,Gardrops
1492,Yanan Dehliz,Rick Riordan,TRUE,FALSE,TRUE,,Turkish,2019,FALSE,Doğan Egmont,Kitapyurdu
1493,Yanan Tanrı,R. F. Kuang,FALSE,TRUE,TRUE,,Turkish,2022,FALSE,İthaki Yayınları,İlknokta
1494,Yandaş,Veronica Roth,TRUE,FALSE,TRUE,,Turkish,2014,FALSE,Artemis,-
1495,Yangında Kaybettiklerimiz,Mariana Enriquez,TRUE,TRUE,FALSE,,Turkish,2024,FALSE,Domingo,Kitapyurdu
1496,Yapay Koşullanma,Martha Wells,TRUE,FALSE,TRUE,,Turkish,2019,FALSE,İthaki Yayınları,Hepsiburada
1497,Yaprak Fırtınası,Gabriel Garcia Marquez,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,Can Yayınları,Kitapyurdu
1498,Yapraklar Evi,Mark Z. Danielewski,TRUE,TRUE,FALSE,,Turkish,2023,FALSE,Monokl Yayınları,Kitapyurdu
1499,Yara İzi Kralı,Leigh Bardugo,TRUE,TRUE,TRUE,,Turkish,2021,FALSE,Martı Yayınları,Amazon
1500,Yaratık Avcısı,Rick Yancey,TRUE,FALSE,TRUE,,Turkish,2011,FALSE,DEX,-
1501,Yasa Kitabı ve Yalanlar Kitabı,Aleister Crowley,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,İthaki Yayınları,İlknokta
1502,Yasak Kapının Ardında,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1503,Yaşamın Ucuna Yolculuk,Tezer Özlü,FALSE,TRUE,FALSE,144,Turkish,2019,FALSE,Yapı Kredi Yayınları,Fethiye Siyah Beyaz
1504,Yaşar Ne Yaşar Ne Yaşamaz,Aziz Nesin,FALSE,TRUE,FALSE,344,Turkish,2019,FALSE,Nesin Yayınevi,-
1505,Yatakta Sigara İçmenin Zararları,Mariana Enriquez,TRUE,TRUE,FALSE,136,Turkish,2024,FALSE,İthaki Yayınları,İlknokta
1506,Yaz Kılıcı,Rick Riordan,TRUE,FALSE,TRUE,,Turkish,2015,FALSE,Doğan Egmont,-
1507,Yazınsal Ustalık,Virginia Woolf,FALSE,TRUE,FALSE,,Turkish,2021,TRUE,Kidega Kitaplığı,Kidega
1508,Yazma Sanatı,Stephen King,TRUE,TRUE,FALSE,256,Turkish,2020,TRUE,Altın Kitaplar,Kitapyurdu
1509,Yedinci Oğul,Orson Scott Card,TRUE,FALSE,TRUE,,Turkish,2016,FALSE,Altıkırkbeş Yayınları,-
1510,Yeni Bahar,Robert Jordan,FALSE,TRUE,TRUE,,Turkish,2021,FALSE,İthaki Yayınları,Kidega
1511,Yeni Dünya,Sabahattin Ali,TRUE,TRUE,FALSE,124,Turkish,2019,FALSE,Yapı Kredi Yayınları,BKM Kitap
1512,Yenidoğan Ejder,Robert Jordan,TRUE,TRUE,TRUE,592,Turkish,2021,FALSE,İthaki Yayınları,Kidega
1513,Yenilmez,Stanislaw Lem,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,İthaki Yayınları,Kitapyurdu
1514,Yer Açın! Yer Açın!,Harry Harrison,FALSE,TRUE,FALSE,,Turkish,2021,FALSE,İthaki Yayınları,D&R
1515,Yeraltından Notlar,Dostoyevski,TRUE,FALSE,FALSE,,Turkish,2015,FALSE,Türkiye İş Bankası Kültür Yayınları,-
1516,Yerdeniz,Ursula K. Le Guin,FALSE,TRUE,TRUE,,Turkish,2023,FALSE,Metis Yayınları,Kidega
1517,Yeşil Bambu ve Diğer Fantastik Öyküler,Osamu Dazai,TRUE,FALSE,FALSE,,Turkish,2021,FALSE,İthaki Yayınları,Kidega
1518,Yeşil Surat,Gustav Meyrink,TRUE,TRUE,FALSE,,Turkish,2022,FALSE,İthaki Yayınları,İlknokta
1519,Yeşil Yol,Stephen King,TRUE,TRUE,FALSE,,Turkish,2024,FALSE,Altın Kitaplar,Amazon
1520,Yeşil Zangoç,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1521,Yeşimin ve Gölgenin Tanrıları,Silvia Moreno-Garcia,TRUE,TRUE,FALSE,,Turkish,2021,FALSE,İthaki Yayınları,İlknokta
1522,Yetişkin,Gillian Flynn,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,Artemis,Migros
1523,Yetki,Jeff Vandermeer,TRUE,TRUE,TRUE,403,Turkish,2020,FALSE,Alfa Yayınları,Alfa Yayınları
1524,Yılan Gözlü Dalgıç,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1525,Yılan ve Güvercin,Shelby Mahurin,FALSE,TRUE,TRUE,,Turkish,2021,FALSE,İthaki Yayınları,İlknokta
1526,Yılanı Öldürseler,Yaşar Kemal,FALSE,TRUE,FALSE,104,Turkish,2019,FALSE,Yapı Kredi Yayınları,Fethiye Siyah Beyaz
1527,Yılanın Gölgesi,Rick Riordan,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Doğan Egmont,-
1528,Yılanların Öcü,Fakir Baykurt,FALSE,TRUE,FALSE,280,Turkish,2019,FALSE,Literatür,İlknokta
1529,Yıldırımların Efendisi,Pierdomenico Baccalario,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Doğan Egmont,-
1530,Yıldız Bekçisi Köpek,Takashi Murakami,TRUE,TRUE,FALSE,,Turkish,2022,FALSE,Gerekli Şeyler,Penguen Kitabevi
1531,Yıldız Tozu,Neil Gaiman,TRUE,TRUE,FALSE,232,Turkish,2021,FALSE,İthaki Yayınları,İlknokta
1532,Yıldız Tozu,"Neil Gaiman, Charles Vess",TRUE,TRUE,FALSE,256,Turkish,2021,FALSE,İthaki Yayınları,İlknokta
1533,Yıldızları Özgür Bırak,Hafsah Faizal,FALSE,TRUE,TRUE,605,Turkish,2025,FALSE,Yabancı Yayınları,BKM Kitap
1534,Yıldızları Saymak,Lois Lowry,TRUE,FALSE,FALSE,,Turkish,2014,FALSE,Arkadaş,-
1535,Yitik Suretler,Brandon Sanderson,TRUE,FALSE,TRUE,,Turkish,2019,FALSE,Akılçelen Kitaplar,Arkadaş Kitabevi
1536,Yitirilen Cennet,John Milton,FALSE,TRUE,FALSE,,Turkish,2021,FALSE,İthaki Yayınları,İlknokta
1537,Yok Oluş,Jeff Vandermeer,TRUE,TRUE,TRUE,232,Turkish,2020,FALSE,Alfa Yayınları,Alfa Yayınları
1538,Yokuştaki Salyangoz,Arkadi & Boris Strugatski,FALSE,TRUE,FALSE,,Turkish,2020,FALSE,İthaki Yayınları,İlknokta
1539,Yokyer,Neil Gaiman,FALSE,TRUE,FALSE,368,Turkish,2019,FALSE,İthaki Yayınları,Kitapyurdu
1540,Yol,Cormac McCarthy,TRUE,TRUE,FALSE,200,Turkish,2024,FALSE,İthaki Yayınları,Amazon
1541,Yolculuklar,Stefan Zweig,FALSE,TRUE,FALSE,318,Turkish,2019,FALSE,Everest Yayınları,Fethiye Siyah Beyaz
1542,Yolun Sonundaki Okyanus,Neil Gaiman,TRUE,FALSE,FALSE,,Turkish,2020,FALSE,İthaki Yayınları,Ankara Kitap Fuarı
1543,You're the One That I Want,Giovanna Fletcher,TRUE,FALSE,FALSE,,English,2016,FALSE,Penguin Books,-
1544,Yumi and the Nightmare Painter,Brandon Sanderson,FALSE,TRUE,FALSE,370,English,2026,FALSE,Gollancz,Amazon
1545,Yüce Tanrı Pan,Arthur Machen,TRUE,TRUE,FALSE,,Turkish,2019,FALSE,İthaki Yayınları,İlknokta
1546,Yüksek Şatodaki Adam,Philip K. Dick,FALSE,TRUE,FALSE,,Turkish,2020,FALSE,Alfa Yayınları,Idefix
1547,Yükseklerde,Paul Bowles,FALSE,TRUE,FALSE,232,Turkish,2019,FALSE,Can Yayınları,D&R
1548,Yürek Burgusu,Henry James,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,İthaki Yayınları,İlknokta
1549,Yüz Bin Krallık,N.K. Jemisin,TRUE,FALSE,TRUE,,Turkish,2012,FALSE,DEX,-
1550,Yüzü Olmayan Adam,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1551,Yüzyılın Fırtınası,Stephen King,TRUE,TRUE,FALSE,,Turkish,2023,FALSE,İnkılap Kitabevi,Amazon
1552,Yüzyılın Suçlusu Blaze,Stephen King,TRUE,TRUE,FALSE,,Turkish,2020,FALSE,Sayfa6,Amazon
1553,Yüzyıllık Yalnızlık,Gabriel Garcia Marquez,TRUE,TRUE,FALSE,,Turkish,2018,FALSE,Can Yayınları,Arkadaş Kitabevi
1554,Zalim Prens,Holly Black,TRUE,FALSE,TRUE,,Turkish,2019,FALSE,DEX,Kitapyurdu
1555,Zaman - Saatin Neyi Ölçtüğünü Anlamak İçin Çizgibilim,"Craig Callender, Ralph Edney",FALSE,TRUE,FALSE,,Turkish,-,TRUE,NTV,-
1556,Zaman Artık Durmalı,Aldous Huxley,TRUE,TRUE,TRUE,328,Turkish,2025,FALSE,İthaki Yayınları,İthaki Yayınları
1557,Zaman Gemisi,Pierdomenico Baccalario,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Doğan Egmont,-
1558,Zaman Kapısı,Pierdomenico Baccalario,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Doğan Egmont,-
1559,Zaman Makinesi,H.G. Wells,TRUE,FALSE,FALSE,,Turkish,2019,FALSE,İthaki Yayınları,Ankara Kitap Fuarı
1560,Zamanın Çocukları,Adrian Tchaikovsky,FALSE,TRUE,TRUE,,Turkish,2020,FALSE,Eksik Parça,Kitap365
1561,Zamanın Kısa Tarihi,Stephen Hawking,FALSE,TRUE,FALSE,,Turkish,-,TRUE,Milliyet Yayınları,-
1562,Zamanın Resimli Kısa Tarihi,Stephen Hawking,FALSE,TRUE,FALSE,,Turkish,-,TRUE,Alfa Yayınları,-
1563,Zavallılar,Alasdair Gray,TRUE,TRUE,FALSE,336,Turkish,2024,FALSE,İthaki Yayınları,İlknokta
1564,Zehir Sarısı Keman,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1565,Zehir Ustası,Maria V. Snyder,TRUE,FALSE,TRUE,,Turkish,2012,FALSE,DEX,-
1566,Zehir Yiyenler ve Diğer Hikayeler,Holly Black,TRUE,FALSE,FALSE,,Turkish,2011,FALSE,DEX,-
1567,Zehirli Variller,Thomas Brezina,TRUE,FALSE,TRUE,,Turkish,-,FALSE,Say,-
1568,Zehra,Nabizade Nazım,TRUE,TRUE,FALSE,144,Turkish,2019,FALSE,Türkiye İş Bankası Kültür Yayınları,Türkiye İş Bankası Kültür Yayınları
1569,Zen ve Motosiklet Bakım Sanatı,Robert M. Pirsig,FALSE,TRUE,FALSE,432,Turkish,2019,FALSE,Ayrıntı Yayınları,Fethiye Siyah Beyaz
1570,Zenda Mahkûmu,Anthony Hope,FALSE,TRUE,FALSE,,Turkish,2020,FALSE,Kidega Kitaplığı,Kidega
1571,Zifirşafak,Jay Kristoff,FALSE,TRUE,TRUE,,Turkish,2024,FALSE,Pegasus,Kitapyurdu
1572,Zihin Avcısı,"John Douglas, Mark Olshaker",TRUE,FALSE,FALSE,,Turkish,2019,TRUE,Diyojen,İlknokta
1573,Zihin ve Beyin - Kafanızdaki Evreni Anlamak İçin Çizgibilim,"Angus Gellatly, Oscar Zarate",FALSE,TRUE,FALSE,,Turkish,-,TRUE,NTV,-
1574,Zihnin Geleceği,Michio Kaku,TRUE,TRUE,FALSE,,Turkish,2019,TRUE,ODTÜ Yayıncılık,Ankara Kitap Fuarı
1575,Zincirler Hanesi,Steven Erikson,FALSE,TRUE,TRUE,,Turkish,2023,FALSE,İthaki Yayınları,İlknokta
1576,Zom-B,Darren Shan,TRUE,FALSE,TRUE,,English,2014,FALSE,Simon & Schuster,D&R
1577,Zorba,Nikos Kazancakis,TRUE,TRUE,FALSE,,Turkish,2019,FALSE,Can Yayınları,Fethiye Siyah Beyaz
1578,Zümrüt Denizli Tress,Brandon Sanderson,FALSE,TRUE,TRUE,,Turkish,2024,FALSE,İthaki Yayınları,İlknokta
1579,Заклятие Парадоика,Stephen King,TRUE,TRUE,FALSE,,Russian,2020,FALSE,Издательство АСТ,Dolap
1580,1Q84,Haruki Murakami,TRUE,FALSE,TRUE,,Turkish,2019,FALSE,Doğan Kitap,Fethiye Siyah Beyaz
1581,10 Numaralı Kamara,Ruth Ware,TRUE,FALSE,FALSE,,Turkish,2020,FALSE,İthaki Yayınları,-
